user_id,step,timestamp
U046,visited_site,20-07-2026 03:47
U002,visited_site,20-07-2026 03:45
U176,details_filled,20-07-2026 04:12
U094,signup_started,20-07-2026 03:54
U160,details_filled,20-07-2026 04:30
U143,visited_site,20-07-2026 03:39
U173,details_filled,20-07-2026 04:04
U188,details_filled,20-07-2026 04:28
U039,signup_started,20-07-2026 04:11
U059,signup_started,20-07-2026 03:57
U090,visited_site,20-07-2026 03:32
U010,signup_started,20-07-2026 03:56
U181,details_filled,20-07-2026 04:26
U045,signup_started,20-07-2026 03:49
U109,signup_started,20-07-2026 03:45
U200,details_filled,20-07-2026 04:03
U017,details_filled,20-07-2026 04:10
U168,visited_site,20-07-2026 03:52
U034,visited_site,20-07-2026 03:36
U008,details_filled,20-07-2026 04:23
U026,visited_site,20-07-2026 03:39
U171,visited_site,20-07-2026 03:47
U078,email_verified,20-07-2026 04:40
U090,signup_started,20-07-2026 04:17
U096,signup_started,20-07-2026 04:14
U108,visited_site,20-07-2026 03:37
U184,details_filled,20-07-2026 04:23
U016,signup_started,20-07-2026 04:20
U028,details_filled,20-07-2026 04:20
U193,visited_site,20-07-2026 04:08
U170,visited_site,20-07-2026 03:35
U108,signup_started,20-07-2026 03:47
U139,purchase_completed,20-07-2026 04:32
U127,purchase_completed,20-07-2026 04:39
U184,visited_site,20-07-2026 04:04
U097,signup_started,20-07-2026 03:56
U139,signup_started,20-07-2026 04:11
U111,purchase_completed,20-07-2026 04:49
U141,visited_site,20-07-2026 03:31
U035,visited_site,20-07-2026 03:47
U010,details_filled,20-07-2026 04:39
U077,signup_started,20-07-2026 04:16
U065,signup_started,20-07-2026 03:53
U147,visited_site,20-07-2026 04:00
U023,details_filled,20-07-2026 04:34
U034,details_filled,20-07-2026 04:22
U016,details_filled,20-07-2026 04:23
U083,signup_started,20-07-2026 04:04
U190,visited_site,20-07-2026 03:46
U071,visited_site,20-07-2026 03:37
U069,visited_site,20-07-2026 03:47
U098,email_verified,20-07-2026 04:29
U187,visited_site,20-07-2026 03:40
U187,details_filled,20-07-2026 04:09
U181,visited_site,20-07-2026 04:05
U011,signup_started,20-07-2026 04:20
U095,signup_started,20-07-2026 04:22
U128,purchase_completed,20-07-2026 05:00
U125,purchase_completed,20-07-2026 04:42
U093,visited_site,20-07-2026 03:45
U124,visited_site,20-07-2026 03:49
U077,visited_site,20-07-2026 03:31
U088,email_verified,20-07-2026 04:44
U137,signup_started,20-07-2026 03:53
U030,details_filled,20-07-2026 04:34
U047,visited_site,20-07-2026 03:43
U121,purchase_completed,20-07-2026 05:05
U047,signup_started,20-07-2026 03:46
U113,purchase_completed,20-07-2026 04:59
U109,visited_site,20-07-2026 03:37
U051,signup_started,20-07-2026 04:05
U055,signup_started,20-07-2026 03:54
U029,details_filled,20-07-2026 04:18
U053,visited_site,20-07-2026 03:38
U125,signup_started,20-07-2026 03:47
U150,visited_site,20-07-2026 03:50
U032,details_filled,20-07-2026 04:09
U083,visited_site,20-07-2026 03:42
U094,email_verified,20-07-2026 04:44
U074,email_verified,20-07-2026 04:16
U073,visited_site,20-07-2026 03:42
U164,visited_site,20-07-2026 03:48
U118,visited_site,20-07-2026 04:07
U115,signup_started,20-07-2026 03:53
U177,visited_site,20-07-2026 03:31
U079,visited_site,20-07-2026 03:31
U183,details_filled,20-07-2026 04:13
U186,details_filled,20-07-2026 04:00
U013,signup_started,20-07-2026 04:20
U012,visited_site,20-07-2026 03:40
U195,details_filled,20-07-2026 04:21
U027,visited_site,20-07-2026 03:46
U130,signup_started,20-07-2026 04:13
U060,visited_site,20-07-2026 03:36
U091,email_verified,20-07-2026 04:31
U107,signup_started,20-07-2026 03:50
U058,signup_started,20-07-2026 03:45
U033,details_filled,20-07-2026 04:17
U154,details_filled,20-07-2026 04:22
U093,email_verified,20-07-2026 04:24
U126,signup_started,20-07-2026 04:19
U022,details_filled,20-07-2026 04:07
U003,signup_started,20-07-2026 04:13
U080,visited_site,20-07-2026 04:04
U145,visited_site,20-07-2026 03:53
U041,visited_site,20-07-2026 04:03
U068,email_verified,20-07-2026 04:43
U186,visited_site,20-07-2026 04:01
U036,visited_site,20-07-2026 03:54
U044,details_filled,20-07-2026 04:31
U015,details_filled,20-07-2026 04:34
U062,visited_site,20-07-2026 04:08
U136,visited_site,20-07-2026 04:05
U182,details_filled,20-07-2026 04:04
U151,details_filled,20-07-2026 04:11
U107,visited_site,20-07-2026 04:00
U113,signup_started,20-07-2026 04:20
U135,purchase_completed,20-07-2026 04:43
U063,email_verified,20-07-2026 04:19
U085,signup_started,20-07-2026 04:17
U174,visited_site,20-07-2026 03:35
U087,visited_site,20-07-2026 03:34
U149,visited_site,20-07-2026 03:45
U043,visited_site,20-07-2026 03:37
U106,visited_site,20-07-2026 04:07
U101,signup_started,20-07-2026 03:50
U188,visited_site,20-07-2026 03:34
U085,email_verified,20-07-2026 04:50
U078,signup_started,20-07-2026 04:12
U132,signup_started,20-07-2026 04:02
U140,signup_started,20-07-2026 04:00
U065,email_verified,20-07-2026 04:41
U092,signup_started,20-07-2026 04:12
U137,purchase_completed,20-07-2026 04:33
U086,email_verified,20-07-2026 04:22
U057,visited_site,20-07-2026 04:07
U033,signup_started,20-07-2026 04:00
U098,signup_started,20-07-2026 04:23
U159,details_filled,20-07-2026 04:24
U200,visited_site,20-07-2026 03:33
U154,visited_site,20-07-2026 03:37
U185,visited_site,20-07-2026 04:08
U043,details_filled,20-07-2026 04:20
U105,purchase_completed,20-07-2026 05:03
U020,details_filled,20-07-2026 04:10
U062,email_verified,20-07-2026 04:19
U020,visited_site,20-07-2026 03:58
U116,signup_started,20-07-2026 04:04
U013,details_filled,20-07-2026 04:00
U052,visited_site,20-07-2026 03:42
U119,signup_started,20-07-2026 03:50
U121,signup_started,20-07-2026 03:45
U010,visited_site,20-07-2026 03:50
U052,email_verified,20-07-2026 04:50
U067,signup_started,20-07-2026 04:17
U100,purchase_completed,20-07-2026 05:04
U172,visited_site,20-07-2026 04:06
U022,visited_site,20-07-2026 04:02
U194,details_filled,20-07-2026 04:06
U128,visited_site,20-07-2026 03:53
U067,email_verified,20-07-2026 04:42
U066,visited_site,20-07-2026 04:03
U180,details_filled,20-07-2026 04:07
U148,signup_started,20-07-2026 04:19
U031,signup_started,20-07-2026 03:49
U120,signup_started,20-07-2026 04:06
U084,email_verified,20-07-2026 04:16
U004,details_filled,20-07-2026 04:19
U127,visited_site,20-07-2026 03:58
U144,signup_started,20-07-2026 03:49
U078,visited_site,20-07-2026 03:35
U114,signup_started,20-07-2026 03:46
U178,details_filled,20-07-2026 04:25
U140,purchase_completed,20-07-2026 04:50
U007,visited_site,20-07-2026 03:41
U173,visited_site,20-07-2026 03:40
U050,visited_site,20-07-2026 03:34
U125,visited_site,20-07-2026 03:48
U079,signup_started,20-07-2026 03:50
U156,details_filled,20-07-2026 04:11
U196,details_filled,20-07-2026 04:05
U178,visited_site,20-07-2026 04:02
U100,signup_started,20-07-2026 03:52
U177,details_filled,20-07-2026 04:27
U105,visited_site,20-07-2026 03:39
U021,details_filled,20-07-2026 04:36
U104,visited_site,20-07-2026 03:55
U130,visited_site,20-07-2026 04:06
U071,email_verified,20-07-2026 04:47
U116,visited_site,20-07-2026 03:44
U126,purchase_completed,20-07-2026 04:55
U101,visited_site,20-07-2026 03:31
U066,email_verified,20-07-2026 04:47
U096,email_verified,20-07-2026 04:53
U081,visited_site,20-07-2026 04:01
U180,visited_site,20-07-2026 03:58
U119,visited_site,20-07-2026 03:32
U120,visited_site,20-07-2026 04:07
U035,details_filled,20-07-2026 04:34
U097,email_verified,20-07-2026 04:51
U036,details_filled,20-07-2026 04:36
U122,visited_site,20-07-2026 03:54
U001,signup_started,20-07-2026 03:53
U129,purchase_completed,20-07-2026 04:36
U050,email_verified,20-07-2026 04:29
U073,email_verified,20-07-2026 04:47
U179,visited_site,20-07-2026 03:48
U080,signup_started,20-07-2026 03:51
U170,details_filled,20-07-2026 04:16
U136,purchase_completed,20-07-2026 04:59
U067,visited_site,20-07-2026 03:36
U014,details_filled,20-07-2026 04:19
U103,visited_site,20-07-2026 03:48
U141,signup_started,20-07-2026 04:13
U192,details_filled,20-07-2026 04:00
U087,signup_started,20-07-2026 03:58
U102,signup_started,20-07-2026 04:03
U168,details_filled,20-07-2026 04:37
U097,visited_site,20-07-2026 03:44
U130,purchase_completed,20-07-2026 05:01
U139,visited_site,20-07-2026 03:54
U123,visited_site,20-07-2026 04:04
U069,email_verified,20-07-2026 04:23
U092,email_verified,20-07-2026 04:52
U019,visited_site,20-07-2026 03:38
U129,visited_site,20-07-2026 04:02
U131,visited_site,20-07-2026 03:56
U164,details_filled,20-07-2026 04:14
U111,visited_site,20-07-2026 03:45
U046,details_filled,20-07-2026 04:19
U051,email_verified,20-07-2026 04:32
U102,visited_site,20-07-2026 03:57
U192,visited_site,20-07-2026 03:34
U151,visited_site,20-07-2026 03:51
U012,signup_started,20-07-2026 04:02
U123,signup_started,20-07-2026 04:08
U088,signup_started,20-07-2026 03:52
U104,purchase_completed,20-07-2026 05:09
U002,signup_started,20-07-2026 04:17
U038,signup_started,20-07-2026 04:07
U115,visited_site,20-07-2026 03:47
U104,signup_started,20-07-2026 04:14
U133,visited_site,20-07-2026 03:40
U007,signup_started,20-07-2026 04:04
U012,details_filled,20-07-2026 04:22
U175,visited_site,20-07-2026 04:08
U106,signup_started,20-07-2026 03:59
U072,visited_site,20-07-2026 03:43
U048,visited_site,20-07-2026 03:30
U157,visited_site,20-07-2026 04:03
U041,signup_started,20-07-2026 03:52
U055,email_verified,20-07-2026 04:44
U189,visited_site,20-07-2026 04:08
U001,details_filled,20-07-2026 04:13
U111,signup_started,20-07-2026 04:23
U174,details_filled,20-07-2026 04:00
U064,email_verified,20-07-2026 04:45
U195,visited_site,20-07-2026 03:48
U096,visited_site,20-07-2026 03:48
U006,signup_started,20-07-2026 04:23
U042,signup_started,20-07-2026 03:57
U103,signup_started,20-07-2026 04:09
U198,visited_site,20-07-2026 03:39
U162,visited_site,20-07-2026 03:54
U061,signup_started,20-07-2026 04:05
U051,visited_site,20-07-2026 04:02
U141,purchase_completed,20-07-2026 04:31
U054,email_verified,20-07-2026 04:40
U158,visited_site,20-07-2026 03:39
U105,signup_started,20-07-2026 04:17
U045,details_filled,20-07-2026 04:36
U133,purchase_completed,20-07-2026 04:58
U136,signup_started,20-07-2026 04:24
U046,signup_started,20-07-2026 04:20
U057,signup_started,20-07-2026 04:08
U198,details_filled,20-07-2026 04:29
U142,visited_site,20-07-2026 03:51
U166,visited_site,20-07-2026 03:30
U071,signup_started,20-07-2026 04:17
U008,signup_started,20-07-2026 04:07
U089,visited_site,20-07-2026 04:06
U114,purchase_completed,20-07-2026 05:05
U095,email_verified,20-07-2026 04:42
U084,visited_site,20-07-2026 03:35
U166,details_filled,20-07-2026 04:23
U163,visited_site,20-07-2026 03:41
U003,details_filled,20-07-2026 04:33
U037,details_filled,20-07-2026 04:17
U169,visited_site,20-07-2026 03:32
U159,visited_site,20-07-2026 03:30
U101,purchase_completed,20-07-2026 04:49
U042,details_filled,20-07-2026 04:28
U129,signup_started,20-07-2026 03:57
U058,visited_site,20-07-2026 03:50
U156,visited_site,20-07-2026 03:44
U063,signup_started,20-07-2026 04:19
U081,email_verified,20-07-2026 04:36
U114,visited_site,20-07-2026 04:04
U009,details_filled,20-07-2026 04:13
U043,signup_started,20-07-2026 03:59
U082,signup_started,20-07-2026 04:19
U155,visited_site,20-07-2026 03:48
U148,visited_site,20-07-2026 03:51
U044,signup_started,20-07-2026 03:58
U003,visited_site,20-07-2026 03:50
U123,purchase_completed,20-07-2026 05:04
U110,signup_started,20-07-2026 03:52
U058,email_verified,20-07-2026 04:24
U163,details_filled,20-07-2026 04:15
U199,details_filled,20-07-2026 04:15
U157,details_filled,20-07-2026 04:06
U167,details_filled,20-07-2026 04:37
U084,signup_started,20-07-2026 04:14
U031,details_filled,20-07-2026 04:14
U049,signup_started,20-07-2026 03:48
U165,details_filled,20-07-2026 04:38
U134,visited_site,20-07-2026 03:35
U112,purchase_completed,20-07-2026 04:33
U138,visited_site,20-07-2026 03:43
U191,details_filled,20-07-2026 04:05
U006,visited_site,20-07-2026 03:49
U138,signup_started,20-07-2026 04:22
U060,email_verified,20-07-2026 04:18
U069,signup_started,20-07-2026 03:52
U019,details_filled,20-07-2026 04:24
U117,purchase_completed,20-07-2026 04:39
U005,signup_started,20-07-2026 04:24
U165,visited_site,20-07-2026 03:44
U049,email_verified,20-07-2026 04:21
U085,visited_site,20-07-2026 03:40
U116,purchase_completed,20-07-2026 04:37
U099,visited_site,20-07-2026 03:52
U034,signup_started,20-07-2026 04:08
U119,purchase_completed,20-07-2026 05:05
U002,details_filled,20-07-2026 04:33
U013,visited_site,20-07-2026 03:32
U064,visited_site,20-07-2026 03:42
U150,signup_started,20-07-2026 04:14
U055,visited_site,20-07-2026 03:37
U144,visited_site,20-07-2026 03:40
U118,purchase_completed,20-07-2026 04:32
U162,details_filled,20-07-2026 04:29
U140,visited_site,20-07-2026 03:41
U152,visited_site,20-07-2026 03:54
U039,details_filled,20-07-2026 04:22
U073,signup_started,20-07-2026 03:47
U086,signup_started,20-07-2026 04:04
U112,signup_started,20-07-2026 04:03
U030,signup_started,20-07-2026 03:54
U041,details_filled,20-07-2026 04:03
U018,signup_started,20-07-2026 04:05
U132,visited_site,20-07-2026 03:39
U120,purchase_completed,20-07-2026 04:38
U028,visited_site,20-07-2026 04:00
U082,visited_site,20-07-2026 03:55
U075,visited_site,20-07-2026 03:37
U029,visited_site,20-07-2026 03:35
U091,visited_site,20-07-2026 03:39
U027,details_filled,20-07-2026 04:39
U175,details_filled,20-07-2026 04:15
U059,email_verified,20-07-2026 04:17
U063,visited_site,20-07-2026 04:06
U037,visited_site,20-07-2026 03:33
U145,signup_started,20-07-2026 03:52
U074,signup_started,20-07-2026 04:23
U110,visited_site,20-07-2026 03:30
U054,visited_site,20-07-2026 04:07
U135,visited_site,20-07-2026 03:46
U072,email_verified,20-07-2026 04:28
U025,details_filled,20-07-2026 04:29
U061,email_verified,20-07-2026 04:42
U011,visited_site,20-07-2026 03:43
U070,email_verified,20-07-2026 04:22
U149,signup_started,20-07-2026 04:01
U056,email_verified,20-07-2026 04:40
U089,email_verified,20-07-2026 04:49
U152,details_filled,20-07-2026 04:08
U080,email_verified,20-07-2026 04:35
U158,details_filled,20-07-2026 04:32
U070,visited_site,20-07-2026 04:01
U047,email_verified,20-07-2026 04:21
U088,visited_site,20-07-2026 03:48
U094,visited_site,20-07-2026 03:59
U057,email_verified,20-07-2026 04:16
U004,visited_site,20-07-2026 03:35
U137,visited_site,20-07-2026 03:38
U142,purchase_completed,20-07-2026 04:50
U015,signup_started,20-07-2026 03:49
U124,purchase_completed,20-07-2026 04:53
U185,details_filled,20-07-2026 04:29
U092,visited_site,20-07-2026 03:35
U079,email_verified,20-07-2026 04:19
U035,signup_started,20-07-2026 04:12
U153,details_filled,20-07-2026 04:34
U134,purchase_completed,20-07-2026 04:40
U110,purchase_completed,20-07-2026 04:50
U083,email_verified,20-07-2026 04:50
U179,details_filled,20-07-2026 04:03
U167,visited_site,20-07-2026 03:35
U197,details_filled,20-07-2026 04:33
U076,visited_site,20-07-2026 04:03
U072,signup_started,20-07-2026 04:07
U190,details_filled,20-07-2026 04:38
U006,details_filled,20-07-2026 04:19
U023,visited_site,20-07-2026 04:03
U193,details_filled,20-07-2026 04:33
U004,signup_started,20-07-2026 03:54
U146,visited_site,20-07-2026 03:35
U040,visited_site,20-07-2026 03:55
U155,details_filled,20-07-2026 04:01
U074,visited_site,20-07-2026 04:04
U091,signup_started,20-07-2026 04:08
U082,email_verified,20-07-2026 04:15
U131,signup_started,20-07-2026 03:50
U108,purchase_completed,20-07-2026 05:09
U124,signup_started,20-07-2026 04:10
U122,purchase_completed,20-07-2026 04:48
U014,visited_site,20-07-2026 04:08
U025,visited_site,20-07-2026 03:42
U106,purchase_completed,20-07-2026 04:59
U169,details_filled,20-07-2026 04:33
U075,email_verified,20-07-2026 04:40
U095,visited_site,20-07-2026 04:08
U102,purchase_completed,20-07-2026 04:56
U059,visited_site,20-07-2026 03:59
U147,signup_started,20-07-2026 03:54
U171,details_filled,20-07-2026 04:32
U054,signup_started,20-07-2026 04:21
U103,purchase_completed,20-07-2026 04:40
U020,signup_started,20-07-2026 04:11
U076,email_verified,20-07-2026 04:15
U142,signup_started,20-07-2026 03:47
U107,purchase_completed,20-07-2026 04:49
U077,email_verified,20-07-2026 04:36
U087,email_verified,20-07-2026 04:52
U099,purchase_completed,20-07-2026 05:03
U066,signup_started,20-07-2026 04:12
U117,visited_site,20-07-2026 03:59
U048,email_verified,20-07-2026 04:51
U015,visited_site,20-07-2026 03:44
U053,signup_started,20-07-2026 04:12
U068,signup_started,20-07-2026 04:12
U038,visited_site,20-07-2026 04:01
U017,visited_site,20-07-2026 03:47
U016,visited_site,20-07-2026 03:45
U021,visited_site,20-07-2026 03:49
U005,visited_site,20-07-2026 03:36
U044,visited_site,20-07-2026 03:30
U048,signup_started,20-07-2026 04:06
U062,signup_started,20-07-2026 04:20
U039,visited_site,20-07-2026 03:57
U065,visited_site,20-07-2026 04:00
U064,signup_started,20-07-2026 03:48
U042,visited_site,20-07-2026 04:00
U028,signup_started,20-07-2026 03:45
U037,signup_started,20-07-2026 03:58
U032,signup_started,20-07-2026 04:15
U045,visited_site,20-07-2026 03:41
U061,visited_site,20-07-2026 03:57
U023,signup_started,20-07-2026 04:09
U017,signup_started,20-07-2026 04:20
U009,signup_started,20-07-2026 04:18
U014,signup_started,20-07-2026 04:04
U036,signup_started,20-07-2026 04:05
U026,signup_started,20-07-2026 03:48
U019,signup_started,20-07-2026 04:17
U022,signup_started,20-07-2026 03:55
U027,signup_started,20-07-2026 03:57
U194,visited_site,20-07-2026 04:07
U033,visited_site,20-07-2026 03:40
U143,signup_started,20-07-2026 03:59
